_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
9035,2,Sunnyside Beach,20W,2017-08-12,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9036,2,Sunnyside Beach,21W,2017-08-12,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9037,1,Marie Curtis Park East Beach,29W,2017-08-11,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9038,1,Marie Curtis Park East Beach,33W,2017-08-11,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9039,1,Marie Curtis Park East Beach,32W,2017-08-11,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9040,1,Marie Curtis Park East Beach,31W,2017-08-11,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9041,1,Marie Curtis Park East Beach,30W,2017-08-11,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9042,2,Sunnyside Beach,22W,2017-08-11,610,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9043,2,Sunnyside Beach,17W,2017-08-11,290,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9044,2,Sunnyside Beach,23W,2017-08-11,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9045,2,Sunnyside Beach,18W,2017-08-11,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9046,2,Sunnyside Beach,19W,2017-08-11,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9047,2,Sunnyside Beach,20W,2017-08-11,560,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9048,2,Sunnyside Beach,21W,2017-08-11,620,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9049,1,Marie Curtis Park East Beach,29W,2017-08-10,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9050,1,Marie Curtis Park East Beach,33W,2017-08-10,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9051,1,Marie Curtis Park East Beach,32W,2017-08-10,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9052,1,Marie Curtis Park East Beach,31W,2017-08-10,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9053,1,Marie Curtis Park East Beach,30W,2017-08-10,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9054,2,Sunnyside Beach,22W,2017-08-10,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9055,2,Sunnyside Beach,17W,2017-08-10,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9056,2,Sunnyside Beach,23W,2017-08-10,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9057,2,Sunnyside Beach,18W,2017-08-10,320,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9058,2,Sunnyside Beach,19W,2017-08-10,580,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9059,2,Sunnyside Beach,20W,2017-08-10,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9060,2,Sunnyside Beach,21W,2017-08-10,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9061,1,Marie Curtis Park East Beach,29W,2017-08-09,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9062,1,Marie Curtis Park East Beach,33W,2017-08-09,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9063,1,Marie Curtis Park East Beach,32W,2017-08-09,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9064,1,Marie Curtis Park East Beach,31W,2017-08-09,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9065,1,Marie Curtis Park East Beach,30W,2017-08-09,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9066,2,Sunnyside Beach,22W,2017-08-09,990,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9067,2,Sunnyside Beach,17W,2017-08-09,200,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9068,2,Sunnyside Beach,23W,2017-08-09,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9069,2,Sunnyside Beach,18W,2017-08-09,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9070,2,Sunnyside Beach,19W,2017-08-09,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9071,2,Sunnyside Beach,20W,2017-08-09,470,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9072,2,Sunnyside Beach,21W,2017-08-09,250,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9073,1,Marie Curtis Park East Beach,29W,2017-08-08,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9074,1,Marie Curtis Park East Beach,33W,2017-08-08,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9075,1,Marie Curtis Park East Beach,32W,2017-08-08,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9076,1,Marie Curtis Park East Beach,31W,2017-08-08,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9077,1,Marie Curtis Park East Beach,30W,2017-08-08,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9078,2,Sunnyside Beach,22W,2017-08-08,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9079,2,Sunnyside Beach,17W,2017-08-08,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9080,2,Sunnyside Beach,23W,2017-08-08,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9081,2,Sunnyside Beach,18W,2017-08-08,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9082,2,Sunnyside Beach,19W,2017-08-08,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9083,2,Sunnyside Beach,20W,2017-08-08,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9084,2,Sunnyside Beach,21W,2017-08-08,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9085,1,Marie Curtis Park East Beach,29W,2017-08-07,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9086,1,Marie Curtis Park East Beach,33W,2017-08-07,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9087,1,Marie Curtis Park East Beach,32W,2017-08-07,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9088,1,Marie Curtis Park East Beach,31W,2017-08-07,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9089,1,Marie Curtis Park East Beach,30W,2017-08-07,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9090,2,Sunnyside Beach,22W,2017-08-07,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9091,2,Sunnyside Beach,17W,2017-08-07,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9092,2,Sunnyside Beach,23W,2017-08-07,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9093,2,Sunnyside Beach,18W,2017-08-07,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9094,2,Sunnyside Beach,19W,2017-08-07,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9095,2,Sunnyside Beach,20W,2017-08-07,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9096,2,Sunnyside Beach,21W,2017-08-07,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9097,1,Marie Curtis Park East Beach,29W,2017-08-06,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9098,1,Marie Curtis Park East Beach,33W,2017-08-06,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9099,1,Marie Curtis Park East Beach,32W,2017-08-06,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9100,1,Marie Curtis Park East Beach,31W,2017-08-06,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9101,1,Marie Curtis Park East Beach,30W,2017-08-06,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9102,2,Sunnyside Beach,22W,2017-08-06,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9103,2,Sunnyside Beach,17W,2017-08-06,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9104,2,Sunnyside Beach,23W,2017-08-06,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9105,2,Sunnyside Beach,18W,2017-08-06,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9106,2,Sunnyside Beach,19W,2017-08-06,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9107,2,Sunnyside Beach,20W,2017-08-06,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9108,2,Sunnyside Beach,21W,2017-08-06,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9109,1,Marie Curtis Park East Beach,29W,2017-08-05,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9110,1,Marie Curtis Park East Beach,33W,2017-08-05,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9111,1,Marie Curtis Park East Beach,32W,2017-08-05,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9112,1,Marie Curtis Park East Beach,31W,2017-08-05,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9113,1,Marie Curtis Park East Beach,30W,2017-08-05,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9114,2,Sunnyside Beach,22W,2017-08-05,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9115,2,Sunnyside Beach,17W,2017-08-05,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9116,2,Sunnyside Beach,23W,2017-08-05,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9117,2,Sunnyside Beach,18W,2017-08-05,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9118,2,Sunnyside Beach,19W,2017-08-05,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9119,2,Sunnyside Beach,20W,2017-08-05,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9120,2,Sunnyside Beach,21W,2017-08-05,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9121,1,Marie Curtis Park East Beach,29W,2017-08-04,230,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9122,1,Marie Curtis Park East Beach,33W,2017-08-04,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9123,1,Marie Curtis Park East Beach,32W,2017-08-04,280,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9124,1,Marie Curtis Park East Beach,31W,2017-08-04,470,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9125,1,Marie Curtis Park East Beach,30W,2017-08-04,390,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9126,2,Sunnyside Beach,22W,2017-08-04,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9127,2,Sunnyside Beach,17W,2017-08-04,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9128,2,Sunnyside Beach,23W,2017-08-04,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9129,2,Sunnyside Beach,18W,2017-08-04,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9130,2,Sunnyside Beach,19W,2017-08-04,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9131,2,Sunnyside Beach,20W,2017-08-04,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9132,2,Sunnyside Beach,21W,2017-08-04,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9133,1,Marie Curtis Park East Beach,29W,2017-08-03,350,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9134,1,Marie Curtis Park East Beach,33W,2017-08-03,380,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9135,1,Marie Curtis Park East Beach,32W,2017-08-03,350,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9136,1,Marie Curtis Park East Beach,31W,2017-08-03,400,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9137,1,Marie Curtis Park East Beach,30W,2017-08-03,370,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9138,2,Sunnyside Beach,22W,2017-08-03,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9139,2,Sunnyside Beach,17W,2017-08-03,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9140,2,Sunnyside Beach,23W,2017-08-03,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9141,2,Sunnyside Beach,18W,2017-08-03,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9142,2,Sunnyside Beach,19W,2017-08-03,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9143,2,Sunnyside Beach,20W,2017-08-03,200,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9144,2,Sunnyside Beach,21W,2017-08-03,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9145,1,Marie Curtis Park East Beach,29W,2017-08-02,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9146,1,Marie Curtis Park East Beach,33W,2017-08-02,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9147,1,Marie Curtis Park East Beach,32W,2017-08-02,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9148,1,Marie Curtis Park East Beach,31W,2017-08-02,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9149,1,Marie Curtis Park East Beach,30W,2017-08-02,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9150,2,Sunnyside Beach,22W,2017-08-02,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9151,2,Sunnyside Beach,17W,2017-08-02,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9152,2,Sunnyside Beach,23W,2017-08-02,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9153,2,Sunnyside Beach,18W,2017-08-02,320,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9154,2,Sunnyside Beach,19W,2017-08-02,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9155,2,Sunnyside Beach,20W,2017-08-02,630,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9156,2,Sunnyside Beach,21W,2017-08-02,360,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9157,1,Marie Curtis Park East Beach,29W,2017-08-01,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9158,1,Marie Curtis Park East Beach,33W,2017-08-01,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9159,1,Marie Curtis Park East Beach,32W,2017-08-01,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9160,1,Marie Curtis Park East Beach,31W,2017-08-01,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9161,1,Marie Curtis Park East Beach,30W,2017-08-01,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9162,2,Sunnyside Beach,22W,2017-08-01,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9163,2,Sunnyside Beach,17W,2017-08-01,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9164,2,Sunnyside Beach,23W,2017-08-01,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9165,2,Sunnyside Beach,18W,2017-08-01,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9166,2,Sunnyside Beach,19W,2017-08-01,2000,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9167,2,Sunnyside Beach,20W,2017-08-01,5000,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9168,2,Sunnyside Beach,21W,2017-08-01,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9169,1,Marie Curtis Park East Beach,29W,2017-07-31,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9170,1,Marie Curtis Park East Beach,33W,2017-07-31,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9171,1,Marie Curtis Park East Beach,32W,2017-07-31,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9172,1,Marie Curtis Park East Beach,31W,2017-07-31,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9173,1,Marie Curtis Park East Beach,30W,2017-07-31,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9174,2,Sunnyside Beach,22W,2017-07-31,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9175,2,Sunnyside Beach,17W,2017-07-31,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9176,2,Sunnyside Beach,23W,2017-07-31,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9177,2,Sunnyside Beach,18W,2017-07-31,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9178,2,Sunnyside Beach,19W,2017-07-31,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9179,2,Sunnyside Beach,20W,2017-07-31,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9180,2,Sunnyside Beach,21W,2017-07-31,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9181,1,Marie Curtis Park East Beach,29W,2017-07-30,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9182,1,Marie Curtis Park East Beach,33W,2017-07-30,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9183,1,Marie Curtis Park East Beach,32W,2017-07-30,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9184,1,Marie Curtis Park East Beach,31W,2017-07-30,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9185,1,Marie Curtis Park East Beach,30W,2017-07-30,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9186,2,Sunnyside Beach,22W,2017-07-30,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9187,2,Sunnyside Beach,17W,2017-07-30,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9188,2,Sunnyside Beach,23W,2017-07-30,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9189,2,Sunnyside Beach,18W,2017-07-30,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9190,2,Sunnyside Beach,19W,2017-07-30,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9191,2,Sunnyside Beach,20W,2017-07-30,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9192,2,Sunnyside Beach,21W,2017-07-30,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9193,1,Marie Curtis Park East Beach,29W,2017-07-29,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9194,1,Marie Curtis Park East Beach,33W,2017-07-29,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9195,1,Marie Curtis Park East Beach,32W,2017-07-29,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9196,1,Marie Curtis Park East Beach,31W,2017-07-29,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9197,1,Marie Curtis Park East Beach,30W,2017-07-29,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9198,2,Sunnyside Beach,22W,2017-07-29,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9199,2,Sunnyside Beach,17W,2017-07-29,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9200,2,Sunnyside Beach,23W,2017-07-29,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9201,2,Sunnyside Beach,18W,2017-07-29,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9202,2,Sunnyside Beach,19W,2017-07-29,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9203,2,Sunnyside Beach,20W,2017-07-29,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9204,2,Sunnyside Beach,21W,2017-07-29,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9205,1,Marie Curtis Park East Beach,29W,2017-07-28,600,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9206,1,Marie Curtis Park East Beach,33W,2017-07-28,1300,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9207,1,Marie Curtis Park East Beach,32W,2017-07-28,490,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9208,1,Marie Curtis Park East Beach,31W,2017-07-28,540,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9209,1,Marie Curtis Park East Beach,30W,2017-07-28,730,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9210,2,Sunnyside Beach,22W,2017-07-28,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9211,2,Sunnyside Beach,17W,2017-07-28,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9212,2,Sunnyside Beach,23W,2017-07-28,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9213,2,Sunnyside Beach,18W,2017-07-28,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9214,2,Sunnyside Beach,19W,2017-07-28,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9215,2,Sunnyside Beach,20W,2017-07-28,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9216,2,Sunnyside Beach,21W,2017-07-28,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9217,1,Marie Curtis Park East Beach,29W,2017-07-27,420,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9218,1,Marie Curtis Park East Beach,33W,2017-07-27,850,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9219,1,Marie Curtis Park East Beach,32W,2017-07-27,440,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9220,1,Marie Curtis Park East Beach,31W,2017-07-27,670,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9221,1,Marie Curtis Park East Beach,30W,2017-07-27,660,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9222,2,Sunnyside Beach,22W,2017-07-27,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9223,2,Sunnyside Beach,17W,2017-07-27,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9224,2,Sunnyside Beach,23W,2017-07-27,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9225,2,Sunnyside Beach,18W,2017-07-27,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9226,2,Sunnyside Beach,19W,2017-07-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9227,2,Sunnyside Beach,20W,2017-07-27,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9228,2,Sunnyside Beach,21W,2017-07-27,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9229,1,Marie Curtis Park East Beach,29W,2017-07-26,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9230,1,Marie Curtis Park East Beach,33W,2017-07-26,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9231,1,Marie Curtis Park East Beach,32W,2017-07-26,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9232,1,Marie Curtis Park East Beach,31W,2017-07-26,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9233,1,Marie Curtis Park East Beach,30W,2017-07-26,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9234,2,Sunnyside Beach,22W,2017-07-26,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
